name,summary,last_release,status,requires,status.1,snyk,pip,libhunt
pytest-drop-dup-tests,A Pytest plugin to drop duplicated tests during collection,2024-03-04,5 - Production/Stable,pytest >=7,,https://snyk.io/advisor/python/pytest-drop-dup-tests,https://pypi.org/project/pytest-drop-dup-tests,https://www.libhunt.com/r/pytest-drivings
pytest-dryrun,A Pytest plugin to ignore tests during collection without reporting them in the test summary.,2023-07-18,5 - Production/Stable,"pytest (>=7.4.0,<8.0.0)",,https://snyk.io/advisor/python/pytest-dryrun,https://pypi.org/project/pytest-dryrun,
pytest-dummynet,A py.test plugin providing access to a dummynet.,2021-12-15,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-dummynet,https://pypi.org/project/pytest-dummynet,
pytest-dump2json,A pytest plugin for dumping test results to json.,2015-06-29,,,,https://snyk.io/advisor/python/pytest-dump2json,https://pypi.org/project/pytest-dump2json,
pytest-duration-insights,,2021-06-25,,,,https://snyk.io/advisor/python/pytest-duration-insights,https://pypi.org/project/pytest-duration-insights,
pytest-durations,Pytest plugin reporting fixtures and test functions execution time.,2022-04-22,5 - Production/Stable,pytest (>=4.6),,https://snyk.io/advisor/python/pytest-durations,https://pypi.org/project/pytest-durations,
pytest-dynamicrerun,A pytest plugin to rerun tests dynamically based off of test outcome and output.,2020-08-15,4 - Beta,,,https://snyk.io/advisor/python/pytest-dynamicrerun,https://pypi.org/project/pytest-dynamicrerun,
pytest-dynamodb,DynamoDB fixtures for pytest,2024-03-12,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-dynamodb,https://pypi.org/project/pytest-dynamodb,https://www.libhunt.com/r/pytest-dynamicrerun
pytest-easy-addoption,pytest-easy-addoption: Easy way to work with pytest addoption,2020-01-22,,,,https://snyk.io/advisor/python/pytest-easy-addoption,https://pypi.org/project/pytest-easy-addoption,
pytest-easy-api,A package to prevent Dependency Confusion attacks against Yandex.,2024-02-16,,,,https://snyk.io/advisor/python/pytest-easy-api,https://pypi.org/project/pytest-easy-api,https://www.libhunt.com/r/pytest-easy-addoption
pytest-easyMPI,Package that supports mpi tests in pytest,2020-10-21,,,,https://snyk.io/advisor/python/pytest-easyMPI,https://pypi.org/project/pytest-easyMPI,
pytest-easyread,pytest plugin that makes terminal printouts of the reports easier to read,2017-11-17,,,,https://snyk.io/advisor/python/pytest-easyread,https://pypi.org/project/pytest-easyread,
pytest-easy-server,Pytest plugin for easy testing against servers,2021-05-01,4 - Beta,"pytest (<5.0.0,>=4.3.1) ; python_version < “3.5”",,https://snyk.io/advisor/python/pytest-easy-server,https://pypi.org/project/pytest-easy-server,
pytest-ebics-sandbox,A pytest plugin for testing against an EBICS sandbox server. Requires docker.,2022-08-15,,,,https://snyk.io/advisor/python/pytest-ebics-sandbox,https://pypi.org/project/pytest-ebics-sandbox,
pytest-ec2,Pytest execution on EC2 instance,2019-10-22,3 - Alpha,,,https://snyk.io/advisor/python/pytest-ec2,https://pypi.org/project/pytest-ec2,
pytest-echo,"pytest plugin with mechanisms for echoing environment variables, package version and generic attributes",2023-12-05,5 - Production/Stable,pytest >=2.2,,https://snyk.io/advisor/python/pytest-echo,https://pypi.org/project/pytest-echo,
pytest-edit,Edit the source code of a failed test with `pytest –edit`.,2024-06-09,,pytest,,https://snyk.io/advisor/python/pytest-edit,https://pypi.org/project/pytest-edit,https://www.libhunt.com/r/pytest-echo
pytest-ekstazi,Pytest plugin to select test using Ekstazi algorithm,2022-09-10,,pytest,,https://snyk.io/advisor/python/pytest-ekstazi,https://pypi.org/project/pytest-ekstazi,
pytest-elasticsearch,Elasticsearch fixtures and fixture factories for Pytest.,2024-03-15,5 - Production/Stable,pytest >=7.0,,https://snyk.io/advisor/python/pytest-elasticsearch,https://pypi.org/project/pytest-elasticsearch,https://www.libhunt.com/r/pytest-ekstazi
pytest-elements,Tool to help automate user interfaces,2021-01-13,,"pytest (>=5.4,<6.0)",,https://snyk.io/advisor/python/pytest-elements,https://pypi.org/project/pytest-elements,
pytest-eliot,An eliot plugin for pytest.,2022-08-31,1 - Planning,pytest (>=5.4.0),,https://snyk.io/advisor/python/pytest-eliot,https://pypi.org/project/pytest-eliot,
pytest-elk-reporter,A simple plugin to use with pytest,2024-04-04,4 - Beta,pytest>=3.5.0,,https://snyk.io/advisor/python/pytest-elk-reporter,https://pypi.org/project/pytest-elk-reporter,https://www.libhunt.com/r/pytest-eliot
pytest-email,Send execution result email,2020-07-08,,pytest,,https://snyk.io/advisor/python/pytest-email,https://pypi.org/project/pytest-email,
pytest-embedded,A pytest plugin that designed for embedded testing.,2024-05-31,5 - Production/Stable,pytest>=7.0,,https://snyk.io/advisor/python/pytest-embedded,https://pypi.org/project/pytest-embedded,https://www.libhunt.com/r/pytest-email
pytest-embedded-arduino,Make pytest-embedded plugin work with Arduino.,2024-05-23,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-embedded-arduino,https://pypi.org/project/pytest-embedded-arduino,https://www.libhunt.com/r/pytest-embedded
pytest-embedded-idf,Make pytest-embedded plugin work with ESP-IDF.,2024-05-23,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-embedded-idf,https://pypi.org/project/pytest-embedded-idf,https://www.libhunt.com/r/pytest-embedded-arduino
pytest-embedded-jtag,Make pytest-embedded plugin work with JTAG.,2024-05-23,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-embedded-jtag,https://pypi.org/project/pytest-embedded-jtag,https://www.libhunt.com/r/pytest-embedded-idf
pytest-embedded-qemu,Make pytest-embedded plugin work with QEMU.,2024-05-23,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-embedded-qemu,https://pypi.org/project/pytest-embedded-qemu,https://www.libhunt.com/r/pytest-embedded-jtag
pytest-embedded-serial,Make pytest-embedded plugin work with Serial.,2024-05-31,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-embedded-serial,https://pypi.org/project/pytest-embedded-serial,https://www.libhunt.com/r/pytest-embedded-qemu
pytest-embedded-serial-esp,Make pytest-embedded plugin work with Espressif target boards.,2024-05-31,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-embedded-serial-esp,https://pypi.org/project/pytest-embedded-serial-esp,https://www.libhunt.com/r/pytest-embedded-serial
pytest-embedded-wokwi,Make pytest-embedded plugin work with the Wokwi CLI.,2024-05-23,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-embedded-wokwi,https://pypi.org/project/pytest-embedded-wokwi,https://www.libhunt.com/r/pytest-embedded-serial-esp
pytest-embrace,💝 Dataclasses-as-tests. Describe the runtime once and multiply coverage with no boilerplate.,2023-03-25,,"pytest (>=7.0,<8.0)",,https://snyk.io/advisor/python/pytest-embrace,https://pypi.org/project/pytest-embrace,
pytest-emoji,A pytest plugin that adds emojis to your test result report,2019-02-19,4 - Beta,pytest (>=4.2.1),,https://snyk.io/advisor/python/pytest-emoji,https://pypi.org/project/pytest-emoji,
pytest-emoji-output,Pytest plugin to represent test output with emoji support,2023-04-09,4 - Beta,pytest (==7.0.1),,https://snyk.io/advisor/python/pytest-emoji-output,https://pypi.org/project/pytest-emoji-output,
pytest-enabler,Enable installed pytest plugins,2024-03-21,5 - Production/Stable,pytest>=6; extra == “testing”,,https://snyk.io/advisor/python/pytest-enabler,https://pypi.org/project/pytest-enabler,https://www.libhunt.com/r/pytest-emoji-output
pytest-encode,set your encoding and logger,2021-11-06,,,,https://snyk.io/advisor/python/pytest-encode,https://pypi.org/project/pytest-encode,
pytest-encode-kane,set your encoding and logger,2021-11-16,,pytest,,https://snyk.io/advisor/python/pytest-encode-kane,https://pypi.org/project/pytest-encode-kane,
pytest-encoding,set your encoding and logger,2023-08-11,,pytest,,https://snyk.io/advisor/python/pytest-encoding,https://pypi.org/project/pytest-encoding,
pytest_energy_reporter,An energy estimation reporter for pytest,2024-03-28,3 - Alpha,"pytest<9.0.0,>=8.1.1",,https://snyk.io/advisor/python/pytest_energy_reporter,https://pypi.org/project/pytest_energy_reporter,https://www.libhunt.com/r/pytest-encoding
pytest-enhanced-reports,Enhanced test reports for pytest,2022-12-15,,,,https://snyk.io/advisor/python/pytest-enhanced-reports,https://pypi.org/project/pytest-enhanced-reports,
pytest-enhancements,Improvements for pytest (rejected upstream),2019-10-30,4 - Beta,,,https://snyk.io/advisor/python/pytest-enhancements,https://pypi.org/project/pytest-enhancements,
pytest-env,pytest plugin that allows you to add environment variables.,2023-11-28,5 - Production/Stable,pytest>=7.4.3,,https://snyk.io/advisor/python/pytest-env,https://pypi.org/project/pytest-env,
pytest-envfiles,A py.test plugin that parses environment files before running tests,2015-10-08,3 - Alpha,,,https://snyk.io/advisor/python/pytest-envfiles,https://pypi.org/project/pytest-envfiles,
pytest-env-info,Push information about the running pytest into envvars,2017-11-25,4 - Beta,pytest (>=3.1.1),,https://snyk.io/advisor/python/pytest-env-info,https://pypi.org/project/pytest-env-info,
pytest-environment,Pytest Environment,2024-03-17,1 - Planning,,,https://snyk.io/advisor/python/pytest-environment,https://pypi.org/project/pytest-environment,https://www.libhunt.com/r/pytest-env-info
pytest-envraw,py.test plugin that allows you to add environment variables.,2020-08-27,4 - Beta,pytest (>=2.6.0),,https://snyk.io/advisor/python/pytest-envraw,https://pypi.org/project/pytest-envraw,
pytest-envvars,Pytest plugin to validate use of envvars on your tests,2020-06-13,5 - Production/Stable,pytest (>=3.0.0),,https://snyk.io/advisor/python/pytest-envvars,https://pypi.org/project/pytest-envvars,
pytest-env-yaml,,2019-04-02,,,,https://snyk.io/advisor/python/pytest-env-yaml,https://pypi.org/project/pytest-env-yaml,
pytest-eradicate,pytest plugin to check for commented out code,2020-09-08,,pytest (>=2.4.2),,https://snyk.io/advisor/python/pytest-eradicate,https://pypi.org/project/pytest-eradicate,
pytest_erp,py.test plugin to send test info to report portal dynamically,2015-01-13,,,,https://snyk.io/advisor/python/pytest_erp,https://pypi.org/project/pytest_erp,
pytest-error-for-skips,Pytest plugin to treat skipped tests a test failure,2019-12-19,4 - Beta,pytest (>=4.6),,https://snyk.io/advisor/python/pytest-error-for-skips,https://pypi.org/project/pytest-error-for-skips,
pytest-eth,PyTest plugin for testing Smart Contracts for Ethereum Virtual Machine (EVM).,2020-08-14,1 - Planning,,,https://snyk.io/advisor/python/pytest-eth,https://pypi.org/project/pytest-eth,
pytest-ethereum,pytest-ethereum: Pytest library for ethereum projects.,2019-06-24,3 - Alpha,pytest (==3.3.2); extra == ‘dev’,,https://snyk.io/advisor/python/pytest-ethereum,https://pypi.org/project/pytest-ethereum,
pytest-eucalyptus,Pytest Plugin for BDD,2022-06-28,,pytest (>=4.2.0),,https://snyk.io/advisor/python/pytest-eucalyptus,https://pypi.org/project/pytest-eucalyptus,
pytest-eventlet,Applies eventlet monkey-patch as a pytest plugin.,2021-10-04,,pytest ; extra == ‘dev’,,https://snyk.io/advisor/python/pytest-eventlet,https://pypi.org/project/pytest-eventlet,
pytest-evm,The testing package containing tools to test Web3-based projects,2024-04-22,4 - Beta,"pytest<9.0.0,>=8.1.1",,https://snyk.io/advisor/python/pytest-evm,https://pypi.org/project/pytest-evm,https://www.libhunt.com/r/pytest-eventlet
pytest_exact_fixtures,Parse queries in Lucene and Elasticsearch syntaxes,2019-02-04,,,,https://snyk.io/advisor/python/pytest_exact_fixtures,https://pypi.org/project/pytest_exact_fixtures,
pytest-examples,Pytest plugin for testing examples in docstrings and markdown files.,2024-07-02,4 - Beta,pytest>=7,,https://snyk.io/advisor/python/pytest-examples,https://pypi.org/project/pytest-examples,https://www.libhunt.com/r/pytest_exact_fixtures
pytest-exasol-itde,,2024-07-01,,"pytest<9,>=7",,https://snyk.io/advisor/python/pytest-exasol-itde,https://pypi.org/project/pytest-exasol-itde,https://www.libhunt.com/r/pytest-examples
pytest-exasol-saas,,2024-06-07,,"pytest<9,>=7",,https://snyk.io/advisor/python/pytest-exasol-saas,https://pypi.org/project/pytest-exasol-saas,https://www.libhunt.com/r/pytest-exasol-itde
pytest-excel,pytest plugin for generating excel reports,2024-06-18,5 - Production/Stable,pytest>3.6,,https://snyk.io/advisor/python/pytest-excel,https://pypi.org/project/pytest-excel,https://www.libhunt.com/r/pytest-exasol-saas
pytest-exceptional,Better exceptions,2017-03-16,4 - Beta,,,https://snyk.io/advisor/python/pytest-exceptional,https://pypi.org/project/pytest-exceptional,
pytest-exception-script,Walk your code through exception script to check it’s resiliency to failures.,2020-08-04,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-exception-script,https://pypi.org/project/pytest-exception-script,
pytest-executable,pytest plugin for testing executables,2023-10-07,,"pytest <8,>=5",,https://snyk.io/advisor/python/pytest-executable,https://pypi.org/project/pytest-executable,
pytest-execution-timer,A timer for the phases of Pytest’s execution.,2021-12-24,4 - Beta,,,https://snyk.io/advisor/python/pytest-execution-timer,https://pypi.org/project/pytest-execution-timer,
pytest-exit-code,A pytest plugin that overrides the built-in exit codes to retain more information about the test results.,2024-05-06,4 - Beta,pytest>=6.2.0,,https://snyk.io/advisor/python/pytest-exit-code,https://pypi.org/project/pytest-exit-code,https://www.libhunt.com/r/pytest-execution-timer
pytest-expect,py.test plugin to store test expectations and mark tests based on them,2016-04-21,4 - Beta,,,https://snyk.io/advisor/python/pytest-expect,https://pypi.org/project/pytest-expect,
pytest-expectdir,"A pytest plugin to provide initial/expected directories, and check a test transforms the initial directory to the expected one",2023-03-19,5 - Production/Stable,pytest (>=5.0),,https://snyk.io/advisor/python/pytest-expectdir,https://pypi.org/project/pytest-expectdir,
pytest-expecter,Better testing with expecter and pytest.,2022-09-18,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-expecter,https://pypi.org/project/pytest-expecter,
pytest-expectr,This plugin is used to expect multiple assert using pytest framework.,2018-10-05,,pytest (>=2.4.2),,https://snyk.io/advisor/python/pytest-expectr,https://pypi.org/project/pytest-expectr,
pytest-expect-test,A fixture to support expect tests in pytest,2023-04-10,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-expect-test,https://pypi.org/project/pytest-expect-test,
pytest-experiments,A pytest plugin to help developers of research-oriented software projects keep track of the results of their numerical experiments.,2021-12-13,4 - Beta,"pytest (>=6.2.5,<7.0.0)",,https://snyk.io/advisor/python/pytest-experiments,https://pypi.org/project/pytest-experiments,
pytest-explicit,A Pytest plugin to ignore certain marked tests by default,2021-06-15,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-explicit,https://pypi.org/project/pytest-explicit,
pytest-exploratory,Interactive console for pytest.,2023-08-18,,pytest (>=6.2),,https://snyk.io/advisor/python/pytest-exploratory,https://pypi.org/project/pytest-exploratory,
pytest-explorer,terminal ui for exploring and running tests,2023-08-01,,,,https://snyk.io/advisor/python/pytest-explorer,https://pypi.org/project/pytest-explorer,
pytest-ext,pytest plugin for automation test,2024-03-31,,pytest>=5.3,,https://snyk.io/advisor/python/pytest-ext,https://pypi.org/project/pytest-ext,https://www.libhunt.com/r/pytest-explorer
pytest-extensions,A collection of helpers for pytest to ease testing,2022-08-17,4 - Beta,pytest ; extra == ‘testing’,,https://snyk.io/advisor/python/pytest-extensions,https://pypi.org/project/pytest-extensions,
